categories,id_on_platform,full_categories,name,description,product_id,length,width,height,weight,seller_name,lower_threshold,upper_threshold,coefficient,percent,trading_scheme,delivery_location,price,acquiring,fbo_fulfillment_amount,fbo_direct_flow_trans_min_amount,fbo_direct_flow_trans_max_amount,fbo_deliv_to_customer_amount,fbo_return_flow_amount,fbo_return_flow_trans_min_amount,fbo_return_flow_trans_max_amount,fbs_first_mile_min_amount,fbs_first_mile_max_amount,fbs_direct_flow_trans_min_amount,fbs_direct_flow_trans_max_amount,fbs_deliv_to_customer_amount,fbs_return_flow_amount,fbs_return_flow_trans_min_amount,fbs_return_flow_trans_max_amount,sales_percent_fbo,sales_percent_fbs,sales_percent
Аккумуляторы,118058199,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*50*135мм 2pin 3.7V/2800mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17298,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,599.0000,6,0,0,0,24.09,50,58,58,0,25,70,70,24.09,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058203,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3.5*55*110мм 2pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17300,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,520.0000,7,0,0,0,28.6,50,58,58,0,25,70,70,28.6,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058204,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*30*35мм 2pin 3.7V/280mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17299,0.7,0.7,0.2,0.03,Продавец,0,0,0,0,,,370.0000,5,0,0,0,19.31,50,58,58,0,25,70,70,19.31,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058234,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*70*100мм 2pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17301,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,699.0000,9,0,0,0,38.45,50,58,58,0,25,70,70,38.45,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058235,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*70*100мм 3pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17302,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,610.0000,8,0,0,0,33.55,50,58,58,0,25,70,70,33.55,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058236,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*55*130мм 2pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17305,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,,,780.0000,8,0,0,0,33.88,50,58,58,0,25,70,70,33.88,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058238,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*55*130мм 3pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17306,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,510.0000,6,0,0,0,26.62,50,58,58,0,25,70,70,26.62,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058323,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*70*90мм 3pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17314,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,632.0000,7,0,0,0,27.45,50,58,58,0,25,70,70,27.45,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058323,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*70*90мм 3pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17314,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBO,,632.0000,7,0,0,0,27.45,50,58,58,0,25,70,70,27.45,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058324,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*70*90мм 2pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 3*70*90мм 2pin 3.7V/3000mAh,17313,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,638.0000,7,0,0,0,28.99,50,58,58,0,25,70,70,28.99,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058325,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 4*55*145мм 2pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 3*70*90мм 2pin 3.7V/3000mAh,17311,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,604.0000,7,0,0,0,27.67,50,58,58,0,25,70,70,27.67,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058326,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,"Аккумулятор (аккумуляторная батарея, АКБ) 3*70*105мм 2pin 3.7V 3500mAh Li-Pol","Аккумулятор (аккумуляторная батарея, АКБ) 3*70*105мм 2pin 3.7V 3500mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 3500mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17320,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,410.0000,5,0,0,0,22.55,50,58,58,0,25,70,70,22.55,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058327,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*62*92мм 3pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 3*62*92мм 3pin 3.7V/3000mAh,17308,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,860.0000,7,0,0,0,28.71,50,58,58,0,25,70,70,28.71,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058335,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 4*55*145мм 3pin 3.7V/3000mAh,Аккумулятор Li-Pol (батарея) 3*62*92мм 3pin 3.7V/3000mAh,17312,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,570.0000,6,0,0,0,22.94,50,58,58,0,25,70,70,22.94,50,70,70,18.5,19.5,19.5
